client_id,company_name,client_tier,industry,employee_count,contract_start_date,months_as_client,monthly_revenue,annual_contract_value,customer_acquisition_cost,lifetime_value,ltv_cac_ratio,months_to_payback,support_tickets,churn_risk_score,has_churned,last_login_days_ago,feature_usage_score,satisfaction_score,segment,segment_name,annual_revenue,revenue_category,risk_category,tenure_category
CLIENT_0049,Lee PLC,Enterprise,E-commerce,1928,2025-02-15,5,10765.33,129183.98,4932.13,2583679.52,523.85,0.5,0,0.05,False,44,0.97,5,2,Potential,129183.95999999999,Enterprise,Low Risk,New
CLIENT_0050,White-Ford,Mid-Market,Technology,328,2023-11-21,20,3224.09,38689.11,2010.07,322409.25,160.4,0.6,0,0.12,False,17,0.25,1,1,At Risk,38689.08,High,Low Risk,Mature
CLIENT_0051,Ramos PLC,Mid-Market,Real Estate,570,2025-03-01,4,2102.76,25233.16,3220.66,210276.37,65.29,1.5,0,0.12,False,15,0.9,8,1,At Risk,25233.120000000003,High,Low Risk,New
CLIENT_0052,"Kidd, Huff and Novak",Mid-Market,E-commerce,775,2022-11-02,32,2012.77,24153.25,1607.07,182979.16,113.86,0.8,1,0.132,False,40,0.33,6,1,At Risk,24153.239999999998,High,Low Risk,Veteran
CLIENT_0053,Martin Group,Enterprise,Finance,8891,2025-04-27,2,5436.47,65237.61,5543.71,1186138.35,213.96,1.0,1,0.055,False,5,0.95,5,1,At Risk,65237.64,Enterprise,Low Risk,New
CLIENT_0054,Barrera-Martin,Enterprise,Technology,6124,2023-12-27,18,15710.25,188523.01,6555.74,3770460.11,575.14,0.4,0,0.05,False,17,0.99,1,2,Potential,188523.0,Enterprise,Low Risk,Mature
CLIENT_0055,Baker-Bowers,Enterprise,Marketing,4925,2022-07-20,36,6434.33,77211.93,7030.81,1286865.47,183.03,1.1,2,0.06,True,158,0.11,7,1,At Risk,77211.95999999999,Enterprise,Low Risk,Veteran
CLIENT_0056,Horton-Cross,Mid-Market,Manufacturing,744,2023-11-28,19,3342.46,40109.48,3529.22,238746.92,67.65,1.1,4,0.168,False,72,0.22,3,1,At Risk,40109.520000000004,High,Low Risk,Mature
CLIENT_0057,"Higgins, Moore and Phillips",Enterprise,Marketing,5976,2024-11-21,7,8157.05,97884.59,5803.24,1779719.87,306.68,0.7,1,0.055,False,25,0.55,6,1,At Risk,97884.6,Enterprise,Low Risk,Growing
CLIENT_0058,"Fitzgerald, Brown and Edwards",Mid-Market,Technology,153,2025-06-12,1,2482.09,29785.05,2714.26,225644.34,83.13,1.1,1,0.132,False,46,0.48,5,1,At Risk,29785.08,High,Low Risk,New
CLIENT_0059,Shaw-Farrell,Enterprise,Manufacturing,7881,2022-09-10,34,20748.12,248977.38,5787.82,4979547.69,860.35,0.3,0,0.05,False,78,0.49,2,2,Potential,248977.44,Enterprise,Low Risk,Veteran
CLIENT_0060,"Miller, Lopez and Larson",Mid-Market,Education,434,2023-01-06,30,970.77,11649.23,3569.04,88251.74,24.73,3.7,1,0.132,False,28,0.23,8,1,At Risk,11649.24,Medium,Low Risk,Veteran
CLIENT_0061,Powell PLC,Enterprise,Real Estate,5164,2024-07-26,11,6483.09,77797.05,4916.68,1296617.56,263.72,0.8,2,0.06,False,74,0.17,9,1,At Risk,77797.08,Enterprise,Low Risk,Growing
CLIENT_0062,"Williams, Miller and Sandoval",Enterprise,Healthcare,9472,2023-04-13,27,16832.99,201995.89,3590.18,3366598.25,937.72,0.2,2,0.06,False,50,0.14,5,2,Potential,201995.88,Enterprise,Low Risk,Veteran
CLIENT_0063,Donovan-Harris,Mid-Market,Manufacturing,504,2024-03-27,15,2184.5,26214.01,1552.78,198590.99,127.89,0.7,1,0.132,False,33,0.22,10,1,At Risk,26214.0,High,Low Risk,Mature
CLIENT_0064,Baker and Sons,Enterprise,Marketing,7190,2024-09-09,10,11873.81,142485.71,4589.59,2590649.25,564.46,0.4,1,0.055,False,47,0.15,10,2,Potential,142485.72,Enterprise,Low Risk,Growing
CLIENT_0065,Bryant-Hickman,Mid-Market,Manufacturing,352,2024-07-22,12,3614.17,43370.0,2606.01,278012.82,106.68,0.7,3,0.156,False,87,0.75,10,1,At Risk,43370.04,High,Low Risk,Growing
CLIENT_0066,Ellis PLC,Mid-Market,Finance,462,2025-05-07,2,3866.85,46402.19,2376.83,351531.73,147.9,0.6,1,0.132,False,14,0.19,7,1,At Risk,46402.2,High,Low Risk,New
CLIENT_0067,Medina PLC,Enterprise,E-commerce,2296,2025-07-12,0,16299.61,195595.29,3063.45,3911905.76,1276.96,0.2,0,0.05,False,24,0.9,4,2,Potential,195595.32,Enterprise,Low Risk,
CLIENT_0068,Ibarra-Suarez,Enterprise,Technology,7371,2023-05-04,26,20276.65,243319.86,5980.45,4423997.45,739.74,0.3,1,0.055,False,82,0.44,5,2,Potential,243319.80000000002,Enterprise,Low Risk,Veteran
CLIENT_0069,Kim PLC,Mid-Market,Education,542,2023-08-26,23,3226.0,38711.97,2671.8,322599.73,120.74,0.8,0,0.12,False,32,0.11,5,1,At Risk,38712.0,High,Low Risk,Mature
CLIENT_0070,"Riggs, Roman and Rice",Mid-Market,Marketing,449,2024-08-26,10,2793.76,33525.13,177.64,279376.1,1572.71,0.1,0,0.12,False,23,0.91,7,2,Potential,33525.12,High,Low Risk,Growing
CLIENT_0071,"Evans, Alvarado and Mcmillan",Enterprise,Manufacturing,6342,2024-07-18,12,2486.2,29834.43,6026.96,458991.21,76.16,2.4,3,0.065,False,50,0.84,2,1,At Risk,29834.399999999998,High,Low Risk,Growing
CLIENT_0072,Preston Ltd,Enterprise,Finance,7316,2022-12-12,31,6269.19,75230.31,8925.05,1367823.75,153.26,1.4,1,0.055,False,83,0.56,1,1,At Risk,75230.28,Enterprise,Low Risk,Veteran
CLIENT_0073,Campbell-Clark,Mid-Market,Marketing,419,2024-03-14,16,3259.72,39116.67,1276.55,325972.25,255.35,0.4,0,0.12,False,76,0.58,1,1,At Risk,39116.64,High,Low Risk,Mature
CLIENT_0074,"Walters, Baker and Freeman",Mid-Market,Technology,749,2023-07-28,24,2139.59,25675.04,1692.36,194507.88,114.93,0.8,1,0.132,False,62,0.71,1,1,At Risk,25675.08,High,Low Risk,Mature
CLIENT_0075,Davis Group,Enterprise,Manufacturing,4490,2025-04-04,3,11383.3,136599.66,8650.77,2731993.1,315.81,0.8,0,0.05,False,59,0.97,5,2,Potential,136599.59999999998,Enterprise,Low Risk,New
CLIENT_0076,Smith and Sons,Mid-Market,Manufacturing,419,2025-01-11,6,3668.1,44017.21,1848.63,305675.08,165.35,0.5,2,0.144,False,59,0.25,5,1,At Risk,44017.2,High,Low Risk,New
CLIENT_0077,Martin-Ramos,Enterprise,Healthcare,8577,2024-06-14,13,17717.42,212608.99,6552.38,3865617.99,589.96,0.4,1,0.055,False,39,0.51,8,2,Potential,212609.03999999998,Enterprise,Low Risk,Mature
CLIENT_0078,"Smith, Jones and Ware",Mid-Market,Marketing,964,2024-08-28,10,3250.19,39002.29,2644.59,270849.21,102.42,0.8,2,0.144,False,65,0.59,8,1,At Risk,39002.28,High,Low Risk,Growing
CLIENT_0079,"Johnson, Wood and Tran",Mid-Market,Healthcare,745,2025-04-02,3,2115.18,25382.21,2229.55,211518.41,94.87,1.1,0,0.12,False,63,0.25,1,1,At Risk,25382.159999999996,High,Low Risk,New
CLIENT_0080,Parker Inc,Mid-Market,Education,256,2023-10-31,20,3479.58,41754.97,3266.42,347958.09,106.53,0.9,0,0.12,False,26,0.77,4,1,At Risk,41754.96,High,Low Risk,Mature
CLIENT_0081,Fleming Ltd,Mid-Market,Marketing,941,2025-03-28,3,2948.24,35378.89,3472.75,294824.1,84.9,1.2,0,0.12,False,46,0.86,8,1,At Risk,35378.88,High,Low Risk,New
CLIENT_0082,"Henson, Russell and Oliver",Mid-Market,Finance,360,2022-11-07,32,4286.97,51443.7,1644.29,389725.0,237.02,0.4,1,0.132,False,35,0.59,5,1,At Risk,51443.64,High,Low Risk,Veteran
CLIENT_0083,Hancock and Sons,Mid-Market,Healthcare,914,2023-01-03,30,1221.28,14655.36,3196.84,122127.98,38.2,2.6,0,0.12,False,12,0.23,2,1,At Risk,14655.36,High,Low Risk,Veteran
CLIENT_0084,White LLC,Enterprise,Education,4531,2025-03-09,4,19339.25,232070.94,3595.23,4641418.84,1290.99,0.2,0,0.05,False,36,0.74,10,2,Potential,232071.0,Enterprise,Low Risk,New
CLIENT_0085,Pham-Shields,Enterprise,Technology,6109,2024-11-20,8,24410.12,292921.47,7018.13,5858429.4,834.76,0.3,0,0.05,False,85,0.92,1,2,Potential,292921.44,Enterprise,Low Risk,Growing
CLIENT_0086,Moore-Haynes,Mid-Market,Marketing,519,2024-12-21,6,2372.58,28470.97,1603.69,237258.11,147.95,0.7,0,0.12,False,53,0.57,8,1,At Risk,28470.96,High,Low Risk,New
CLIENT_0087,Garrison and Sons,Enterprise,Marketing,9393,2023-09-09,22,12059.57,144714.79,4799.9,2631178.01,548.17,0.4,1,0.055,False,24,0.88,6,2,Potential,144714.84,Enterprise,Low Risk,Mature
CLIENT_0088,Bailey-Hoover,Mid-Market,Finance,446,2023-02-21,29,1444.25,17331.0,50.0,131295.46,2625.91,0.0,1,0.132,False,53,0.26,7,2,Potential,17331.0,High,Low Risk,Veteran
CLIENT_0089,Johnson and Sons,Mid-Market,Healthcare,276,2025-02-26,4,3804.44,45653.27,1874.23,345858.1,184.53,0.5,1,0.132,False,84,0.56,1,1,At Risk,45653.28,High,Low Risk,New
CLIENT_0090,Lin-Rasmussen,Mid-Market,Technology,441,2023-09-27,22,5276.65,63319.82,696.56,527665.16,757.53,0.1,0,0.12,False,70,0.64,7,2,Potential,63319.799999999996,Enterprise,Low Risk,Mature
CLIENT_0091,"Hicks, Frazier and Anthony",Enterprise,Real Estate,3079,2023-05-19,26,15990.42,191885.09,4783.46,3488819.74,729.35,0.3,1,0.055,False,39,0.63,1,2,Potential,191885.04,Enterprise,Low Risk,Veteran
CLIENT_0092,Wilson LLC,Mid-Market,Marketing,601,2023-07-15,24,3234.81,38817.77,3454.42,294074.01,85.13,1.1,1,0.132,False,3,0.26,7,1,At Risk,38817.72,High,Low Risk,Mature
CLIENT_0093,Johnson-Carlson,Enterprise,Healthcare,7305,2023-01-29,30,10856.71,130280.52,6382.45,2368736.69,371.13,0.6,1,0.055,False,6,0.69,1,2,Potential,130280.51999999999,Enterprise,Low Risk,Veteran
CLIENT_0094,Graham-Joyce,Enterprise,Finance,9519,2023-07-31,23,11477.65,137731.79,3907.53,2754635.88,704.96,0.3,0,0.05,False,50,0.69,8,2,Potential,137731.8,Enterprise,Low Risk,Mature
CLIENT_0095,"Lee, Williams and Graham",Mid-Market,Marketing,551,2022-11-21,32,4249.81,50997.66,2336.26,386345.94,165.37,0.5,1,0.132,False,47,0.18,10,1,At Risk,50997.72,High,Low Risk,Veteran
CLIENT_0096,"Mcdaniel, Bentley and Mclaughlin",Enterprise,E-commerce,4695,2024-02-07,17,18444.19,221330.29,5700.17,4426605.9,776.57,0.3,0,0.05,False,81,0.9,5,2,Potential,221330.27999999997,Enterprise,Low Risk,Mature
CLIENT_0097,Jones-Beck,Mid-Market,Manufacturing,806,2023-02-18,29,4005.1,48061.23,1594.05,364100.2,228.41,0.4,1,0.132,False,8,0.49,3,1,At Risk,48061.2,High,Low Risk,Veteran
CLIENT_0098,Alvarado-Martinez,Mid-Market,Manufacturing,158,2023-07-14,24,3166.42,37996.98,1219.22,263867.93,216.42,0.4,2,0.144,True,38,0.59,9,1,At Risk,37997.04,High,Low Risk,Mature
CLIENT_0099,"Parker, Ortiz and Powell",Enterprise,Finance,3541,2025-03-29,3,18086.95,217043.39,3199.75,3617389.81,1130.52,0.2,2,0.06,False,69,0.92,5,2,Potential,217043.40000000002,Enterprise,Low Risk,New
CLIENT_0100,Lee Ltd,Mid-Market,Education,116,2023-06-06,25,1370.41,16444.88,2441.49,124582.46,51.03,1.8,1,0.132,False,85,0.22,9,1,At Risk,16444.920000000002,High,Low Risk,Veteran
CLIENT_0101,"Adkins, Thompson and Carroll",SMB,Healthcare,21,2025-05-12,2,551.21,6614.47,696.54,17638.59,25.32,1.3,5,0.375,False,53,0.76,3,3,High Value,6614.52,Medium,Medium Risk,New
CLIENT_0102,Torres and Sons,SMB,Healthcare,30,2023-10-05,21,213.13,2557.52,616.2,5683.39,9.22,2.9,8,0.45,False,35,0.59,3,0,Champions,2557.56,Medium,Medium Risk,Mature
CLIENT_0103,"Lawson, Morris and Ramos",SMB,Technology,82,2023-10-31,20,547.2,6566.4,546.54,21888.0,40.05,1.0,2,0.3,False,60,0.72,10,1,At Risk,6566.400000000001,Medium,Medium Risk,Mature
CLIENT_0104,"Kennedy, Santana and Flynn",SMB,Education,53,2024-07-26,11,641.55,7698.6,387.51,27994.93,72.24,0.6,1,0.275,True,73,0.83,1,1,At Risk,7698.599999999999,Medium,Medium Risk,Growing
CLIENT_0105,Campbell Ltd,SMB,Education,56,2023-01-19,30,632.75,7592.97,702.03,23362.98,33.28,1.1,3,0.325,False,79,0.86,9,0,Champions,7593.0,Medium,Medium Risk,Veteran
CLIENT_0106,Davis-Crane,Startup,Marketing,10,2024-06-10,13,50.0,600.0,194.21,1558.44,8.02,3.9,1,0.385,False,16,0.26,5,3,High Value,600.0,Low,Medium Risk,Mature
CLIENT_0107,Walker-Gonzalez,Startup,Marketing,17,2023-04-01,27,63.52,762.19,305.32,1979.7,6.48,4.8,1,0.385,False,38,0.51,10,0,Champions,762.24,Low,Medium Risk,Veteran
CLIENT_0108,Riggs PLC,SMB,Real Estate,69,2022-08-13,35,519.22,6230.69,407.54,17801.97,43.68,0.8,4,0.35,False,3,0.81,9,0,Champions,6230.64,Medium,Medium Risk,Veteran
CLIENT_0109,Gibson Ltd,SMB,Healthcare,51,2025-02-02,5,673.55,8082.64,556.61,23093.25,41.49,0.8,4,0.35,True,125,0.82,7,3,High Value,8082.599999999999,Medium,Medium Risk,New
CLIENT_0110,"Horton, Snyder and Sanchez",Startup,Manufacturing,13,2024-04-08,15,247.85,2974.24,131.66,4998.73,37.97,0.5,7,0.595,True,149,0.36,4,3,High Value,2974.2,Medium,High Risk,Mature
CLIENT_0111,Stafford Inc,Startup,Real Estate,5,2024-07-05,12,50.0,600.0,79.26,1318.68,16.64,1.6,3,0.455,True,92,0.95,2,3,High Value,600.0,Low,Medium Risk,Growing
CLIENT_0112,Thompson Ltd,SMB,Healthcare,81,2024-11-16,8,480.58,5766.96,510.86,16477.03,32.25,1.1,4,0.35,True,32,0.84,5,3,High Value,5766.96,Medium,Medium Risk,Growing
CLIENT_0113,Grant Inc,SMB,Real Estate,18,2024-02-05,17,250.16,3001.98,614.3,8577.09,13.96,2.5,4,0.35,False,2,0.83,6,0,Champions,3001.92,Medium,Medium Risk,Mature
CLIENT_0114,Contreras-Travis,SMB,Finance,82,2023-11-29,19,540.58,6487.02,196.85,18534.33,94.15,0.4,4,0.35,False,24,0.87,10,0,Champions,6486.960000000001,Medium,Medium Risk,Mature
CLIENT_0115,Salazar-Ball,SMB,Real Estate,20,2024-04-30,14,601.35,7216.16,459.86,26240.59,57.06,0.8,1,0.275,False,4,0.14,2,1,At Risk,7216.200000000001,Medium,Medium Risk,Mature
CLIENT_0116,"Griffin, Moore and Hensley",Startup,Finance,4,2024-01-21,18,222.6,2671.19,203.59,5870.76,28.84,0.9,3,0.455,False,79,0.69,1,0,Champions,2671.2,Medium,Medium Risk,Mature
CLIENT_0117,Larsen LLC,SMB,Healthcare,54,2023-11-22,20,581.12,6973.48,643.0,19924.23,30.99,1.1,4,0.35,False,30,0.84,10,0,Champions,6973.4400000000005,Medium,Medium Risk,Mature
CLIENT_0118,"Washington, Allen and Gonzales",Startup,Manufacturing,19,2024-11-02,8,246.52,2958.25,118.31,6501.65,54.96,0.5,3,0.455,True,142,0.6,8,3,High Value,2958.2400000000002,Medium,Medium Risk,Growing
CLIENT_0119,Nelson LLC,SMB,Real Estate,92,2024-09-06,10,455.76,5469.13,537.94,13672.82,25.42,1.2,6,0.4,False,67,0.37,1,3,High Value,5469.12,Medium,Medium Risk,Growing
CLIENT_0120,Taylor and Sons,Startup,Manufacturing,2,2025-03-21,3,160.64,1927.65,129.99,5006.89,38.52,0.8,1,0.385,False,63,0.71,4,3,High Value,1927.6799999999998,Low,Medium Risk,New
CLIENT_0121,Mccarthy Inc,SMB,Finance,16,2023-09-10,22,573.42,6881.05,394.84,22936.82,58.09,0.7,2,0.3,False,57,0.1,2,0,Champions,6881.039999999999,Medium,Medium Risk,Mature
